id,class_field,name,year,month,date,y_sc,m_sc,d_sc,intercalary,lunar,solar,conditions,weather_o,weather_t,uri,url
D16951215,Diary,1695년12월15일,1695,12,15,乙亥,己丑,癸卯,,1695-12-15,1696-01-19,drop,風陰,바람 불고 흐림 ,http://jiamdiary.info/iri/jad#D16951215,http://wiki.jiamdiary.info/16951215
D16951216,Diary,1695년12월16일,1695,12,16,乙亥,己丑,甲辰,,1695-12-16,1696-01-20,,大雪 風陰,대설(大雪). 바람 불고 흐림. ,http://jiamdiary.info/iri/jad#D16951216,http://wiki.jiamdiary.info/16951216
D16951217,Diary,1695년12월17일,1695,12,17,乙亥,己丑,乙巳,,1695-12-17,1696-01-21,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16951217,http://wiki.jiamdiary.info/16951217
D16951218,Diary,1695년12월18일,1695,12,18,乙亥,己丑,丙午,,1695-12-18,1696-01-22,,風陰,바람 불고 흐림 ,http://jiamdiary.info/iri/jad#D16951218,http://wiki.jiamdiary.info/16951218
D16951219,Diary,1695년12월19일,1695,12,19,乙亥,己丑,丁未,,1695-12-19,1696-01-23,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16951219,http://wiki.jiamdiary.info/16951219
D16951220,Diary,1695년12월20일,1695,12,20,乙亥,己丑,戊申,,1695-12-20,1696-01-24,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16951220,http://wiki.jiamdiary.info/16951220
D16951221,Diary,1695년12월21일,1695,12,21,乙亥,己丑,己酉,,1695-12-21,1696-01-25,,風而晩陽,바람 불고 늦은 아침에 맑음 ,http://jiamdiary.info/iri/jad#D16951221,http://wiki.jiamdiary.info/16951221
D16951222,Diary,1695년12월22일,1695,12,22,乙亥,己丑,庚戌,,1695-12-22,1696-01-26,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16951222,http://wiki.jiamdiary.info/16951222
D16951223,Diary,1695년12월23일,1695,12,23,乙亥,己丑,辛亥,,1695-12-23,1696-01-27,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16951223,http://wiki.jiamdiary.info/16951223
D16951224,Diary,1695년12월24일,1695,12,24,乙亥,己丑,壬子,,1695-12-24,1696-01-28,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16951224,http://wiki.jiamdiary.info/16951224
D16951225,Diary,1695년12월25일,1695,12,25,乙亥,己丑,癸丑,,1695-12-25,1696-01-29,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16951225,http://wiki.jiamdiary.info/16951225
D16951226,Diary,1695년12월26일,1695,12,26,乙亥,己丑,甲寅,,1695-12-26,1696-01-30,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16951226,http://wiki.jiamdiary.info/16951226
D16951227,Diary,1695년12월27일,1695,12,27,乙亥,己丑,乙卯,,1695-12-27,1696-01-31,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16951227,http://wiki.jiamdiary.info/16951227
D16951228,Diary,1695년12월28일,1695,12,28,乙亥,己丑,丙辰,,1695-12-28,1696-02-01,,夜雨成雪 積地數寸,밤에 내린 비가 눈이 되이 땅에 쌓인 것이 몇 치나 됨. ,http://jiamdiary.info/iri/jad#D16951228,http://wiki.jiamdiary.info/16951228
D16951229,Diary,1695년12월29일,1695,12,29,乙亥,己丑,丁巳,,1695-12-29,1696-02-02,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16951229,http://wiki.jiamdiary.info/16951229
D1696,Diary,1696년,1696,,,丙子,,,,,,,,,http://jiamdiary.info/iri/jad#D1696,http://wiki.jiamdiary.info/1696
D169601,Diary,1696년1월,1696,1,,丙子,庚寅,,,,,,,,http://jiamdiary.info/iri/jad#D169601,http://wiki.jiamdiary.info/169601
D16960101,Diary,1696년1월1일,1696,1,1,丙子,庚寅,戊午,,1696-01-01,1696-02-03,,陰曀 早朝南風微吹 午後乾戌風頗緊,구름이 잔뜩 낌. 이른 아침 남풍이 약하게 불고 오후에는 건술풍(乾戌風)이 꽤 매서움.,http://jiamdiary.info/iri/jad#D16960101,http://wiki.jiamdiary.info/16960101
D16960102,Diary,1696년1월2일,1696,1,2,丙子,庚寅,己未,,1696-01-02,1696-02-04,,風陰,바람 불고 흐림 ,http://jiamdiary.info/iri/jad#D16960102,http://wiki.jiamdiary.info/16960102
D16960103,Diary,1696년1월3일,1696,1,3,丙子,庚寅,庚申,,1696-01-03,1696-02-05,drop,風陰,바람 불고 흐림 ,http://jiamdiary.info/iri/jad#D16960103,http://wiki.jiamdiary.info/16960103
D16960104,Diary,1696년1월4일,1696,1,4,丙子,庚寅,辛酉,,1696-01-04,1696-02-06,,風陰,바람 불고 흐림 ,http://jiamdiary.info/iri/jad#D16960104,http://wiki.jiamdiary.info/16960104
D16960105,Diary,1696년1월5일,1696,1,5,丙子,庚寅,壬戌,,1696-01-05,1696-02-07,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16960105,http://wiki.jiamdiary.info/16960105
D16960106,Diary,1696년1월6일,1696,1,6,丙子,庚寅,癸亥,,1696-01-06,1696-02-08,,風止陰陽,바람이 그치고 흐렸다 맑음 ,http://jiamdiary.info/iri/jad#D16960106,http://wiki.jiamdiary.info/16960106
D16960107,Diary,1696년1월7일,1696,1,7,丙子,庚寅,甲子,,1696-01-07,1696-02-09,,夜雪晝陰陽,밤에 눈이 내리고 낮에는 흐리다가 맑음 ,http://jiamdiary.info/iri/jad#D16960107,http://wiki.jiamdiary.info/16960107
D16960108,Diary,1696년1월8일,1696,1,8,丙子,庚寅,乙丑,,1696-01-08,1696-02-10,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16960108,http://wiki.jiamdiary.info/16960108
D16960109,Diary,1696년1월9일,1696,1,9,丙子,庚寅,丙寅,,1696-01-09,1696-02-11,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16960109,http://wiki.jiamdiary.info/16960109
D16960110,Diary,1696년1월10일,1696,1,10,丙子,庚寅,丁卯,,1696-01-10,1696-02-12,drop,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16960110,http://wiki.jiamdiary.info/16960110
D16960111,Diary,1696년1월11일,1696,1,11,丙子,庚寅,戊辰,,1696-01-11,1696-02-13,drop,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960111,http://wiki.jiamdiary.info/16960111
D16960112,Diary,1696년1월12일,1696,1,12,丙子,庚寅,己巳,,1696-01-12,1696-02-14,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960112,http://wiki.jiamdiary.info/16960112
D16960113,Diary,1696년1월13일,1696,1,13,丙子,庚寅, 庚午,,1696-01-13,1696-02-15,,陰陽 風寒甚緊,흐리다 맑음. 바람이 불고 몹시 추움. ,http://jiamdiary.info/iri/jad#D16960113,http://wiki.jiamdiary.info/16960113
D16960114,Diary,1696년1월14일,1696,1,14,丙子,庚寅,辛未,,1696-01-14,1696-02-16,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960114,http://wiki.jiamdiary.info/16960114
D16960115,Diary,1696년1월15일,1696,1,15,丙子,庚寅,壬申,,1696-01-15,1696-02-17,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16960115,http://wiki.jiamdiary.info/16960115
D16960116,Diary,1696년1월16일,1696,1,16,丙子,庚寅,癸酉,,1696-01-16,1696-02-18,drop,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960116,http://wiki.jiamdiary.info/16960116
D16960117,Diary,1696년1월17일,1696,1,17,丙子,庚寅,甲戌,,1696-01-17,1696-02-19,drop,陰陽風緊,흐리고 맑음. 바람이 심함. ,http://jiamdiary.info/iri/jad#D16960117,http://wiki.jiamdiary.info/16960117
D16960118,Diary,1696년1월18일,1696,1,18,丙子,庚寅,乙亥,,1696-01-18,1696-02-20,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960118,http://wiki.jiamdiary.info/16960118
D16960119,Diary,1696년1월19일,1696,1,19,丙子,庚寅,丙子,,1696-01-19,1696-02-21,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16960119,http://wiki.jiamdiary.info/16960119
D16960120,Diary,1696년1월20일,1696,1,20,丙子,庚寅,丁丑,,1696-01-20,1696-02-22,,風而陰陽,바람 불고 흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16960120,http://wiki.jiamdiary.info/16960120
D16960121,Diary,1696년1월21일,1696,1,21,丙子,庚寅,戊寅,,1696-01-21,1696-02-23,,陰陽風,흐리다 맑고 바람 붐 ,http://jiamdiary.info/iri/jad#D16960121,http://wiki.jiamdiary.info/16960121
D16960122,Diary,1696년1월22일,1696,1,22,丙子,庚寅,己卯,,1696-01-22,1696-02-24,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16960122,http://wiki.jiamdiary.info/16960122
D16960123,Diary,1696년1월23일,1696,1,23,丙子,庚寅,庚辰,,1696-01-23,1696-02-25,drop,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960123,http://wiki.jiamdiary.info/16960123
D16960124,Diary,1696년1월24일,1696,1,24,丙子,庚寅,辛巳,,1696-01-24,1696-02-26,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16960124,http://wiki.jiamdiary.info/16960124
D16960125,Diary,1696년1월25일,1696,1,25,丙子,庚寅,壬午,,1696-01-25,1696-02-27,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960125,http://wiki.jiamdiary.info/16960125
D16960126,Diary,1696년1월26일,1696,1,26,丙子,庚寅,癸未,,1696-01-26,1696-02-28,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16960126,http://wiki.jiamdiary.info/16960126
D16960127,Diary,1696년1월27일,1696,1,27,丙子,庚寅,甲申,,1696-01-27,1696-02-29,drop,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16960127,http://wiki.jiamdiary.info/16960127
D16960128,Diary,1696년1월28일,1696,1,28,丙子,庚寅,乙酉,,1696-01-28,1696-03-01,,風陽,바람불고 맑음 ,http://jiamdiary.info/iri/jad#D16960128,http://wiki.jiamdiary.info/16960128
D16960129,Diary,1696년1월29일,1696,1,29,丙子,庚寅,丙戌,,1696-01-29,1696-03-02,,風陽,바람불고 맑음 ,http://jiamdiary.info/iri/jad#D16960129,http://wiki.jiamdiary.info/16960129
D169602,Diary,1696년2월,1696,2,,丙子,辛卯,,,,,,,,http://jiamdiary.info/iri/jad#D169602,http://wiki.jiamdiary.info/169602
D16960201,Diary,1696년2월1일,1696,2,1,丙子,辛卯,丁亥,,1696-02-01,1696-03-03,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960201,http://wiki.jiamdiary.info/16960201
D16960202,Diary,1696년2월2일,1696,2,2,丙子,辛卯,戊子,,1696-02-02,1696-03-04,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16960202,http://wiki.jiamdiary.info/16960202
D16960203,Diary,1696년2월3일,1696,2,3,丙子,辛卯,己丑,,1696-02-03,1696-03-05,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16960203,http://wiki.jiamdiary.info/16960203
D16960204,Diary,1696년2월4일,1696,2,4,丙子,辛卯,庚寅,,1696-02-04,1696-03-06,,朝雨霂霢 午後陽,아침에 가랑비. 오후 맑음 ,http://jiamdiary.info/iri/jad#D16960204,http://wiki.jiamdiary.info/16960204
D16960205,Diary,1696년2월5일,1696,2,5,丙子,辛卯,辛卯,,1696-02-05,1696-03-07,drop,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960205,http://wiki.jiamdiary.info/16960205
D16960206,Diary,1696년2월6일,1696,2,6,丙子,辛卯,壬辰,,1696-02-06,1696-03-08,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960206,http://wiki.jiamdiary.info/16960206
D16960207,Diary,1696년2월7일,1696,2,7,丙子,辛卯,癸巳,,1696-02-07,1696-03-09,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16960207,http://wiki.jiamdiary.info/16960207
D16960208,Diary,1696년2월8일,1696,2,8,丙子,辛卯,甲午,,1696-02-08,1696-03-10,,陰陽 風,흐리다 맑음. 바람 붐 ,http://jiamdiary.info/iri/jad#D16960208,http://wiki.jiamdiary.info/16960208
D16960209,Diary,1696년2월9일,1696,2,9,丙子,辛卯,乙未,,1696-02-09,1696-03-11,,陽陰 風,맑았다 흐림. 바람 붐 ,http://jiamdiary.info/iri/jad#D16960209,http://wiki.jiamdiary.info/16960209
D16960210,Diary,1696년2월10일,1696,2,10,丙子,辛卯,丙申,,1696-02-10,1696-03-12,,陰陽 風,흐리다 맑음. 바람 붐 ,http://jiamdiary.info/iri/jad#D16960210,http://wiki.jiamdiary.info/16960210
D16960211,Diary,1696년2월11일,1696,2,11,丙子,辛卯,丁酉,,1696-02-11,1696-03-13,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960211,http://wiki.jiamdiary.info/16960211
D16960212,Diary,1696년2월12일,1696,2,12,丙子,辛卯,戊戌,,1696-02-12,1696-03-14,,陽 晩後風,맑음. 늦은 아침 후로 바람 붐 ,http://jiamdiary.info/iri/jad#D16960212,http://wiki.jiamdiary.info/16960212
D16960213,Diary,1696년2월13일,1696,2,13,丙子,辛卯,己亥,,1696-02-13,1696-03-15,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960213,http://wiki.jiamdiary.info/16960213
D16960214,Diary,1696년2월14일,1696,2,14,丙子,辛卯,庚子,,1696-02-14,1696-03-16,,細雨浥塵,가랑비가 겨우 먼지를 축일 정도 내림 ,http://jiamdiary.info/iri/jad#D16960214,http://wiki.jiamdiary.info/16960214
D16960215,Diary,1696년2월15일,1696,2,15,丙子,辛卯,辛丑,,1696-02-15,1696-03-17,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960215,http://wiki.jiamdiary.info/16960215
D16960216,Diary,1696년2월16일,1696,2,16,丙子,辛卯,壬寅,,1696-02-16,1696-03-18,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960216,http://wiki.jiamdiary.info/16960216
D16960217,Diary,1696년2월17일,1696,2,17,丙子,辛卯,癸卯,,1696-02-17,1696-03-19,drop,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960217,http://wiki.jiamdiary.info/16960217
D16960218,Diary,1696년2월18일,1696,2,18,丙子,辛卯,甲辰,,1696-02-18,1696-03-20,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16960218,http://wiki.jiamdiary.info/16960218
D16960219,Diary,1696년2월19일,1696,2,19,丙子,辛卯,乙巳,,1696-02-19,1696-03-21,drop,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16960219,http://wiki.jiamdiary.info/16960219
D16960220,Diary,1696년2월20일,1696,2,20,丙子,辛卯,丙午,,1696-02-20,1696-03-22,,自夜雨下 終夕霂霡 幾至一犂,밤부터 비가 내림. 저녁 내내 가랑비가 왔는데 1리(犂) 정도 내림  ,http://jiamdiary.info/iri/jad#D16960220,http://wiki.jiamdiary.info/16960220
D16960221,Diary,1696년2월21일,1696,2,21,丙子,辛卯,丁未,,1696-02-21,1696-03-23,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16960221,http://wiki.jiamdiary.info/16960221
D16960222,Diary,1696년2월22일,1696,2,22,丙子,辛卯,戊申,,1696-02-22,1696-03-24,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16960222,http://wiki.jiamdiary.info/16960222
D16960223,Diary,1696년2월23일,1696,2,23,丙子,辛卯,己酉,,1696-02-23,1696-03-25,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960223,http://wiki.jiamdiary.info/16960223
D16960224,Diary,1696년2월24일,1696,2,24,丙子,辛卯,庚戌,,1696-02-24,1696-03-26,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960224,http://wiki.jiamdiary.info/16960224
D16960225,Diary,1696년2월25일,1696,2,25,丙子,辛卯,辛亥,,1696-02-25,1696-03-27,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960225,http://wiki.jiamdiary.info/16960225
D16960226,Diary,1696년2월26일,1696,2,26,丙子,辛卯,壬子,,1696-02-26,1696-03-28,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16960226,http://wiki.jiamdiary.info/16960226
D16960227,Diary,1696년2월27일,1696,2,27,丙子,辛卯,癸丑,,1696-02-27,1696-03-29,,夜雨暫洒,밤에 비가 잠시 뿌림 ,http://jiamdiary.info/iri/jad#D16960227,http://wiki.jiamdiary.info/16960227
D16960228,Diary,1696년2월28일,1696,2,28,丙子,辛卯,甲寅,,1696-02-28,1696-03-30,drop,自昨昏雨 向夕乃止,어제 저녁부터 내리던 비가 저녁 무렵에야 그침 ,http://jiamdiary.info/iri/jad#D16960228,http://wiki.jiamdiary.info/16960228
D16960229,Diary,1696년2월29일,1696,2,29,丙子,辛卯,乙卯,,1696-02-29,1696-03-31,drop,急雨間洒 午後風緊下雹,소나기가 간혹 뿌리다가 오후에 바람이 심해지고 우박이 내림 ,http://jiamdiary.info/iri/jad#D16960229,http://wiki.jiamdiary.info/16960229
D16960230,Diary,1696년2월30일,1696,2,30,丙子,辛卯,丙辰,,1696-02-30,1696-04-01,,微陽,약간 맑음 ,http://jiamdiary.info/iri/jad#D16960230,http://wiki.jiamdiary.info/16960230
D169603,Diary,1696년3월,1696,3,,丙子,壬辰,,,,,,,,http://jiamdiary.info/iri/jad#D169603,http://wiki.jiamdiary.info/169603
D16960301,Diary,1696년3월1일,1696,3,1,丙子,壬辰,丁巳,,1696-03-01,1696-04-02,,朝雨 午後雪洒風顚,아침에 비. 오후에 눈이 뿌리고 바람이 심하게 붐. ,http://jiamdiary.info/iri/jad#D16960301,http://wiki.jiamdiary.info/16960301
D16960302,Diary,1696년3월2일,1696,3,2,丙子,壬辰,戊午,,1696-03-02,1696-04-03,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960302,http://wiki.jiamdiary.info/16960302
D16960303,Diary,1696년3월3일,1696,3,3,丙子,壬辰,己未,,1696-03-03,1696-04-04,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960303,http://wiki.jiamdiary.info/16960303
D16960304,Diary,1696년3월4일,1696,3,4,丙子,壬辰,庚申,,1696-03-04,1696-04-05,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16960304,http://wiki.jiamdiary.info/16960304
D16960305,Diary,1696년3월5일,1696,3,5,丙子,壬辰,辛酉,,1696-03-05,1696-04-06,,自夜雨下 終夕不止,밤부터 비가 내려 저녁까지 그치지 않음 ,http://jiamdiary.info/iri/jad#D16960305,http://wiki.jiamdiary.info/16960305
D16960306,Diary,1696년3월6일,1696,3,6,丙子,壬辰,壬戌,,1696-03-06,1696-04-07,,微雨不止 顚風終夕,가랑비가 그치지 않고 거센 바람이 밤새도록 붐 ,http://jiamdiary.info/iri/jad#D16960306,http://wiki.jiamdiary.info/16960306
D16960307,Diary,1696년3월7일,1696,3,7,丙子,壬辰,癸亥,,1696-03-07,1696-04-08,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16960307,http://wiki.jiamdiary.info/16960307
D16960308,Diary,1696년3월8일,1696,3,8,丙子,壬辰,甲子,,1696-03-08,1696-04-09,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16960308,http://wiki.jiamdiary.info/16960308
D16960309,Diary,1696년3월9일,1696,3,9,丙子,壬辰,乙丑,,1696-03-09,1696-04-10,,陰雨間洒,흐리고 비가 간간이 흩뿌림 ,http://jiamdiary.info/iri/jad#D16960309,http://wiki.jiamdiary.info/16960309
D16960310,Diary,1696년3월10일,1696,3,10,丙子,壬辰,丙寅,,1696-03-10,1696-04-11,,陰雨間洒,흐리고 비가 간간이 흩뿌림 ,http://jiamdiary.info/iri/jad#D16960310,http://wiki.jiamdiary.info/16960310
D16960311,Diary,1696년3월11일,1696,3,11,丙子,壬辰,丁卯,,1696-03-11,1696-04-12,,陰陽,흐렸다 맑음 ,http://jiamdiary.info/iri/jad#D16960311,http://wiki.jiamdiary.info/16960311
D16960312,Diary,1696년3월12일,1696,3,12,丙子,壬辰,戊辰,,1696-03-12,1696-04-13,drop,陰陽,흐렸다 맑음 ,http://jiamdiary.info/iri/jad#D16960312,http://wiki.jiamdiary.info/16960312
D16960313,Diary,1696년3월13일,1696,3,13,丙子,壬辰,己巳,,1696-03-13,1696-04-14,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960313,http://wiki.jiamdiary.info/16960313
D16960314,Diary,1696년3월14일,1696,3,14,丙子,壬辰, 庚午,,1696-03-14,1696-04-15,,微雨,보슬비가 내림 ,http://jiamdiary.info/iri/jad#D16960314,http://wiki.jiamdiary.info/16960314
D16960315,Diary,1696년3월15일,1696,3,15,丙子,壬辰,辛未,,1696-03-15,1696-04-16,,風陰,바람 불고 흐림 ,http://jiamdiary.info/iri/jad#D16960315,http://wiki.jiamdiary.info/16960315
D16960316,Diary,1696년3월16일,1696,3,16,丙子,壬辰,壬申,,1696-03-16,1696-04-17,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16960316,http://wiki.jiamdiary.info/16960316
D16960317,Diary,1696년3월17일,1696,3,17,丙子,壬辰,癸酉,,1696-03-17,1696-04-18,,陰,흐림 ,http://jiamdiary.info/iri/jad#D16960317,http://wiki.jiamdiary.info/16960317
D16960318,Diary,1696년3월18일,1696,3,18,丙子,壬辰,甲戌,,1696-03-18,1696-04-19,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960318,http://wiki.jiamdiary.info/16960318
D16960319,Diary,1696년3월19일,1696,3,19,丙子,壬辰,乙亥,,1696-03-19,1696-04-20,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960319,http://wiki.jiamdiary.info/16960319
D16960320,Diary,1696년3월20일,1696,3,20,丙子,壬辰,丙子,,1696-03-20,1696-04-21,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960320,http://wiki.jiamdiary.info/16960320
D16960321,Diary,1696년3월21일,1696,3,21,丙子,壬辰,丁丑,,1696-03-21,1696-04-22,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960321,http://wiki.jiamdiary.info/16960321
D16960322,Diary,1696년3월22일,1696,3,22,丙子,壬辰,戊寅,,1696-03-22,1696-04-23,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960322,http://wiki.jiamdiary.info/16960322
D16960323,Diary,1696년3월23일,1696,3,23,丙子,壬辰,己卯,,1696-03-23,1696-04-24,,陽,맑다가 저녁 후에 비가 내리기 시작함. ,http://jiamdiary.info/iri/jad#D16960323,http://wiki.jiamdiary.info/16960323
D16960324,Diary,1696년3월24일,1696,3,24,丙子,壬辰,庚辰,,1696-03-24,1696-04-25,,雨下終夕,저녁 내내 비가 내림 ,http://jiamdiary.info/iri/jad#D16960324,http://wiki.jiamdiary.info/16960324
D16960325,Diary,1696년3월25일,1696,3,25,丙子,壬辰,辛巳,,1696-03-25,1696-04-26,,雨止 陰陽,비가 그침. 흐리고 맑음. ,http://jiamdiary.info/iri/jad#D16960325,http://wiki.jiamdiary.info/16960325
D16960326,Diary,1696년3월26일,1696,3,26,丙子,壬辰,壬午,,1696-03-26,1696-04-27,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960326,http://wiki.jiamdiary.info/16960326
D16960327,Diary,1696년3월27일,1696,3,27,丙子,壬辰,癸未,,1696-03-27,1696-04-28,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960327,http://wiki.jiamdiary.info/16960327
D16960328,Diary,1696년3월28일,1696,3,28,丙子,壬辰,甲申,,1696-03-28,1696-04-29,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960328,http://wiki.jiamdiary.info/16960328
D16960329,Diary,1696년3월29일,1696,3,29,丙子,壬辰,乙酉,,1696-03-29,1696-04-30,,夜雨連朝 近午乃止 向夕見陽,밤에 비가 내려 아침까지 이어지다가 한낮에 가까워져서야 그침. 저녁 무렵 맑아짐,http://jiamdiary.info/iri/jad#D16960329,http://wiki.jiamdiary.info/16960329
D169604,Diary,1696년4월,1696,4,,丙子,癸巳,,,,,,,,http://jiamdiary.info/iri/jad#D169604,http://wiki.jiamdiary.info/169604
D16960401,Diary,1696년4월1일,1696,4,1,丙子,癸巳,丙戌,,1696-04-01,1696-05-01,,陰陽,흐리다 맑음 ,http://jiamdiary.info/iri/jad#D16960401,http://wiki.jiamdiary.info/16960401
D16960402,Diary,1696년4월2일,1696,4,2,丙子,癸巳,丁亥,,1696-04-02,1696-05-02,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16960402,http://wiki.jiamdiary.info/16960402
D16960403,Diary,1696년4월3일,1696,4,3,丙子,癸巳,戊子,,1696-04-03,1696-05-03,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960403,http://wiki.jiamdiary.info/16960403
D16960404,Diary,1696년4월4일,1696,4,4,丙子,癸巳,己丑,,1696-04-04,1696-05-04,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960404,http://wiki.jiamdiary.info/16960404
D16960405,Diary,1696년4월5일,1696,4,5,丙子,癸巳,庚寅,,1696-04-05,1696-05-05,drop,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960405,http://wiki.jiamdiary.info/16960405
D16960406,Diary,1696년4월6일,1696,4,6,丙子,癸巳,辛卯,,1696-04-06,1696-05-06,drop,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960406,http://wiki.jiamdiary.info/16960406
D16960407,Diary,1696년4월7일,1696,4,7,丙子,癸巳,壬辰,,1696-04-07,1696-05-07,,陰陽,흐리다가 맑음 ,http://jiamdiary.info/iri/jad#D16960407,http://wiki.jiamdiary.info/16960407
D16960408,Diary,1696년4월8일,1696,4,8,丙子,癸巳,癸巳,,1696-04-08,1696-05-08,,陰夕雨來,흐리다가 저녁에 비 내림 ,http://jiamdiary.info/iri/jad#D16960408,http://wiki.jiamdiary.info/16960408
D16960409,Diary,1696년4월9일,1696,4,9,丙子,癸巳,甲午,,1696-04-09,1696-05-09,,昨夕之雨 連夜達朝 晩霽 午後或陽,어제 저녁부터 내린 비가 밤까지 이어져 아침까지 내리다가 늦은 아침에 갬. 오후에 간혹 맑음. ,http://jiamdiary.info/iri/jad#D16960409,http://wiki.jiamdiary.info/16960409
D16960410,Diary,1696년4월10일,1696,4,10,丙子,癸巳,乙未,,1696-04-10,1696-05-10,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960410,http://wiki.jiamdiary.info/16960410
D16960411,Diary,1696년4월11일,1696,4,11,丙子,癸巳,丙申,,1696-04-11,1696-05-11,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960411,http://wiki.jiamdiary.info/16960411
D16960412,Diary,1696년4월12일,1696,4,12,丙子,癸巳,丁酉,,1696-04-12,1696-05-12,drop,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960412,http://wiki.jiamdiary.info/16960412
D16960413,Diary,1696년4월13일,1696,4,13,丙子,癸巳,戊戌,,1696-04-13,1696-05-13,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960413,http://wiki.jiamdiary.info/16960413
D16960414,Diary,1696년4월14일,1696,4,14,丙子,癸巳,己亥,,1696-04-14,1696-05-14,,陽,맑음 ,http://jiamdiary.info/iri/jad#D16960414,http://wiki.jiamdiary.info/16960414
D16960415,Diary,1696년4월15일,1696,4,15,丙子,癸巳,庚子,,1696-04-15,1696-05-15,,朝雨晩霽 夕陽,아침에 비가 내리고 늦은 아침에 갬. 저녁에 맑음 ,http://jiamdiary.info/iri/jad#D16960415,http://wiki.jiamdiary.info/16960415
D16960416,Diary,1696년4월16일,1696,4,16,丙子,癸巳,辛丑,,1696-04-16,1696-05-16,,風陽,바람 불고 맑음 ,http://jiamdiary.info/iri/jad#D16960416,http://wiki.jiamdiary.info/16960416
